,date,Unnamed: 0.1,rating,Subjectivity,Polarity,moving
0,,,,,,
1,2019-07-15,368.0,5.0,0.56,0.31,5.0
2,2019-08-10,367.0,5.0,0.58,0.26,5.0
3,2019-08-15,366.0,5.0,0.83,0.43,5.0
4,2019-08-16,365.0,5.0,0.54,0.13,5.0
5,2019-08-20,363.5,4.0,0.48000000000000004,0.115,4.8
6,2019-08-22,362.0,4.0,0.47,0.14,4.666666666666667
7,2019-08-27,361.0,5.0,0.58,0.27,4.714285714285714
8,2019-09-02,360.0,1.0,0.74,0.12,4.25
9,2019-09-30,359.0,5.0,0.46,0.14,4.333333333333333
10,2019-10-11,358.0,5.0,0.57,0.3,4.4
11,2019-11-08,357.0,4.0,0.61,0.23,4.363636363636363
12,2019-11-12,356.0,3.0,0.66,0.01,4.25
13,2019-11-19,355.0,5.0,0.68,0.34,4.3076923076923075
14,2019-12-25,354.0,5.0,0.63,0.39,4.357142857142857
15,2020-01-09,353.0,5.0,0.72,-0.02,4.4
16,2020-02-17,352.0,5.0,0.77,0.5,4.4375
17,2020-02-24,351.0,5.0,0.6,0.7,4.470588235294118
18,2020-03-09,350.0,1.0,0.49,-0.09,4.277777777777778
19,2020-04-24,23.0,5.0,0.49,0.25,4.315789473684211
20,2020-05-10,22.0,5.0,0.61,0.36,4.35
21,2020-05-13,349.0,4.0,0.0,0.0,4.333333333333333
22,2020-05-22,348.0,3.0,0.4,-0.02,4.2727272727272725
23,2020-05-27,347.0,1.0,0.63,0.18,4.130434782608695
24,2020-05-28,21.0,5.0,0.51,0.53,4.166666666666667
25,2020-05-29,346.0,3.0,0.29,-0.1,4.12
26,2020-05-31,20.0,5.0,0.88,0.24,4.153846153846154
27,2020-06-01,344.5,1.5,0.685,-0.04999999999999999,4.055555555555555
28,2020-06-02,343.0,5.0,0.62,0.17,4.089285714285714
29,2020-07-07,339.0,1.0,0.54,0.23,3.9827586206896552
30,2020-07-08,337.0,3.6666666666666665,0.64,0.3233333333333333,3.9722222222222223
31,2020-07-09,223.0,4.0,0.59,0.17,3.938888888888889
32,2020-07-09,334.5,1.0,0.49,-0.075,3.805555555555556
33,2020-07-10,477.6666666666667,4.666666666666667,0.68,0.22,3.7944444444444447
34,2020-07-10,222.0,4.0,0.37,0.16,3.7611111111111115
35,2020-07-11,461.25,3.875,0.5425,0.185,3.7569444444444446
36,2020-07-11,220.5,5.0,0.585,0.475,3.7902777777777783
37,2020-07-12,466.54545454545456,3.5454545454545454,0.6345454545454545,0.24727272727272728,3.7417929292929295
38,2020-07-13,429.90909090909093,4.181818181818182,0.6045454545454544,0.2527272727272727,3.847853535353536
39,2020-07-14,219.0,3.0,0.65,-0.6,3.781186868686869
40,2020-07-14,428.84615384615387,3.4615384615384617,0.4830769230769232,0.10999999999999997,3.729904817404818
41,2020-07-15,218.0,4.0,0.47,0.05,3.729904817404818
42,2020-07-15,343.1111111111111,4.555555555555555,0.6633333333333333,0.4488888888888889,3.78175666925667
43,2020-07-16,215.5,2.25,0.49749999999999994,0.017499999999999995,3.6900900025900034
44,2020-07-16,433.6,3.2,0.596,0.084,3.6300900025900034
45,2020-07-17,271.8,4.2,0.5780000000000001,0.244,3.603423335923337
46,2020-07-17,212.5,3.0,0.435,0.155,3.53675666925667
47,2020-07-18,350.3333333333333,3.6666666666666665,0.635,0.20166666666666666,3.492312224812226
48,2020-07-19,210.5,5.0,0.625,0.36,3.625645558145559
49,2020-07-19,368.6666666666667,4.0,0.6433333333333333,0.3266666666666667,3.592312224812226
50,2020-07-20,362.25,3.5,0.6275,0.2525,3.542312224812226
51,2020-07-20,208.5,3.5,0.595,0.009999999999999995,3.5256455581455595
52,2020-07-21,586.0,3.6666666666666665,0.5566666666666666,0.2333333333333333,3.5478677803677816
53,2020-07-21,207.0,2.0,0.46,-0.03,3.581201113701115
54,2020-07-22,354.5,4.25,0.6824999999999999,0.32,3.556201113701115
55,2020-07-22,435.57142857142856,4.142857142857143,0.5785714285714285,0.23142857142857146,3.594296351796353
56,2020-07-23,303.5,2.5,0.675,0.125,3.5109630184630194
57,2020-07-23,308.1666666666667,2.8333333333333335,0.5716666666666667,0.10666666666666667,3.5554074629074637
58,2020-07-24,335.0,4.0,0.5566666666666668,0.19999999999999998,3.5220741295741305
59,2020-07-24,327.2857142857143,4.0,0.5714285714285714,0.22285714285714286,3.6220741295741306
60,2020-07-25,315.0,4.5,0.5862499999999999,0.32125000000000004,3.6498519073519082
61,2020-07-25,283.2,3.0,0.624,0.308,3.616518574018575
62,2020-07-26,285.57142857142856,2.857142857142857,0.53,0.20571428571428574,3.6784233359233367
63,2020-07-26,302.3333333333333,2.888888888888889,0.5433333333333334,-0.04777777777777777,3.6191640766640774
64,2020-07-27,282.57142857142856,3.7142857142857144,0.5557142857142857,0.28428571428571425,3.6096402671402674
65,2020-07-27,318.7142857142857,2.7142857142857144,0.4485714285714287,0.04285714285714286,3.570949790949791
66,2020-07-28,295.25,3.875,0.58,0.19875,3.533449790949791
67,2020-07-28,234.8,2.8,0.688,0.15,3.508601306101306
68,2020-07-29,299.44444444444446,4.666666666666667,0.5900000000000001,0.23777777777777775,3.5247629222629224
69,2020-07-29,451.75,3.875,0.5375,0.155,3.553929588929589
70,2020-07-30,316.8333333333333,2.6666666666666665,0.5216666666666667,0.12833333333333333,3.5274338624338624
71,2020-07-30,360.42857142857144,4.857142857142857,0.6228571428571429,0.25857142857142856,3.5560052910052913
72,2020-07-31,325.85714285714283,3.4285714285714284,0.5485714285714286,0.10285714285714286,3.5184391534391537
73,2020-07-31,426.0,3.0,0.62,0.155,3.5434391534391536
74,2020-08-01,259.375,3.625,0.5212500000000001,0.16749999999999998,3.5576058201058203
75,2020-08-01,423.625,2.875,0.51875,0.14,3.5134391534391534
76,2020-08-02,219.5,4.25,0.44499999999999995,0.21750000000000003,3.5551058201058203
77,2020-08-02,381.42857142857144,2.2857142857142856,0.6,0.01857142857142857,3.509074074074074
78,2020-08-03,403.8181818181818,3.1818181818181817,0.49727272727272726,0.07,3.448468013468014
79,2020-08-03,423.7692307692308,2.769230769230769,0.46384615384615385,0.08384615384615385,3.407442372442373
80,2020-08-04,426.1333333333333,2.533333333333333,0.61,0.05600000000000001,3.3752201502201507
81,2020-08-04,387.42857142857144,3.7857142857142856,0.5414285714285715,0.19142857142857148,3.38474395974396
82,2020-08-05,334.07142857142856,3.857142857142857,0.45428571428571435,0.09928571428571428,3.3910931660931665
83,2020-08-05,213.0,3.0,0.485,0.11499999999999999,3.4244264994265
84,2020-08-06,350.7142857142857,3.4285714285714284,0.3157142857142857,0.054285714285714284,3.397045547045548
85,2020-08-06,415.0,3.0,0.64,0.065,3.35895030895031
86,2020-08-07,327.4,4.8,0.5199999999999999,0.23199999999999998,3.435616975616976
87,2020-08-07,297.27272727272725,3.3636363636363638,0.5872727272727273,0.19181818181818186,3.453293743293744
88,2020-08-08,378.53846153846155,3.3076923076923075,0.48230769230769227,0.11076923076923073,3.430216820216821
89,2020-08-08,390.8333333333333,4.333333333333333,0.45500000000000007,0.26499999999999996,3.441327931327932
90,2020-08-09,320.4,3.7,0.587,0.256,3.414661264661265
91,2020-08-09,307.375,3.25,0.6362500000000001,0.15000000000000002,3.4229945979945984
92,2020-08-10,319.0,4.0,0.5519999999999999,0.10699999999999998,3.4610898360898363
93,2020-08-10,345.65,3.5,0.5665,0.22399999999999998,3.481460206460207
94,2020-08-11,303.7857142857143,3.7857142857142856,0.5285714285714286,0.047142857142857146,3.4838411588411597
95,2020-08-11,314.2,3.6666666666666665,0.6039999999999999,0.23666666666666675,3.515587190587192
96,2020-08-12,266.3,4.0,0.593,0.21500000000000002,3.5197538572538587
97,2020-08-12,274.90909090909093,3.727272727272727,0.6654545454545455,0.09000000000000002,3.55066294816295
98,2020-08-13,323.4166666666667,2.25,0.5175000000000001,0.08333333333333333,3.470107392607394
99,2020-08-13,81.0,5.0,0.7533333333333334,0.45333333333333337,3.5076073926073943
100,2020-08-14,336.85714285714283,3.7142857142857144,0.5342857142857141,0.15857142857142859,3.5425280275280286
101,2020-08-14,255.5,3.625,0.56125,0.27375,3.5014565989566
102,2020-08-15,149.5,5.0,0.655,0.35,3.553837551337552
103,2020-08-15,253.55555555555554,4.777777777777778,0.5444444444444445,0.3,3.613096810596811
104,2020-08-16,340.22222222222223,2.6666666666666665,0.5477777777777777,0.20333333333333334,3.581152366152367
105,2020-08-16,263.0,3.625,0.5762499999999999,0.23375,3.606152366152367
106,2020-08-17,294.6666666666667,3.3333333333333335,0.35833333333333334,0.14,3.5755968105968114
107,2020-08-17,248.16666666666666,4.055555555555555,0.5566666666666665,0.20500000000000002,3.63459151959152
108,2020-08-18,303.90909090909093,3.3636363636363638,0.4763636363636363,0.24636363636363637,3.640652125652126
109,2020-08-18,225.04166666666666,4.166666666666667,0.6195833333333333,0.2570833333333333,3.6872333222333227
110,2020-08-19,240.14814814814815,3.5925925925925926,0.5255555555555556,0.16407407407407407,3.7225419642086313
111,2020-08-19,248.25,2.5,0.49625,0.15250000000000002,3.679684821351488
112,2020-08-20,289.27272727272725,3.272727272727273,0.5863636363636363,0.1472727272727273,3.6602043018709685
113,2020-08-20,256.24242424242425,3.696969696969697,0.5548484848484848,0.16818181818181818,3.6834366251032917
114,2020-08-21,274.037037037037,3.925925925925926,0.591111111111111,0.1466666666666667,3.7000151083484414
115,2020-08-21,249.66666666666666,4.333333333333333,0.6044444444444443,0.18666666666666668,3.7444595527928857
116,2020-08-22,249.5744680851064,3.3617021276595747,0.5682978723404256,0.13553191489361704,3.6965162903815383
117,2020-08-22,327.90909090909093,4.454545454545454,0.6272727272727272,0.3536363636363636,3.732879926745175
118,2020-08-23,207.72727272727272,4.454545454545454,0.5945454545454546,0.18727272727272723,3.771108364973613
119,2020-08-23,221.40625,3.625,0.6196875000000001,0.08343750000000003,3.747497253862502
120,2020-08-24,174.76923076923077,3.0256410256410255,0.5687179487179486,0.10999999999999997,3.725018621383869
121,2020-08-24,263.42857142857144,3.7142857142857144,0.5814285714285715,0.08857142857142856,3.7404948118600596
122,2020-08-25,121.15625,3.1875,0.5950000000000001,0.125,3.713411478526726
123,2020-08-25,324.8181818181818,4.090909090909091,0.5636363636363637,0.21909090909090911,3.733108448223696
124,2020-08-26,221.36363636363637,4.0,0.5954545454545452,0.22090909090909092,3.740251305366553
125,2020-08-27,138.33333333333334,3.5,0.48166666666666663,0.13,3.734695749810997
126,2020-08-28,245.875,4.375,0.61,0.20625,3.7471957498109973
127,2020-08-29,265.0,3.2,0.522,0.076,3.7296199922352398
128,2020-08-30,318.25,3.75,0.565,0.265,3.7796199922352396
129,2020-08-31,235.44444444444446,4.222222222222222,0.6733333333333332,0.21111111111111114,3.753694066309314
130,2020-09-01,242.6153846153846,4.153846153846154,0.5392307692307693,0.2607692307692308,3.768346080961329
131,2020-09-02,306.1818181818182,4.454545454545454,0.5881818181818181,0.27090909090909093,3.795997596112844
132,2020-09-03,208.77777777777777,3.4444444444444446,0.7311111111111112,0.07555555555555556,3.744145744260992
133,2020-09-04,151.5,3.5,0.5528571428571428,0.18500000000000003,3.7015531516683997
134,2020-09-05,231.14285714285714,3.4285714285714284,0.5571428571428572,0.19999999999999998,3.726949977065225
135,2020-09-06,277.6,2.4,0.5199999999999999,0.096,3.686116643731892
136,2020-09-07,213.76923076923077,3.923076923076923,0.5653846153846155,0.16461538461538464,3.7057747633900116
137,2020-09-08,156.63636363636363,3.6363636363636362,0.6463636363636364,0.1345454545454545,3.691801699416948
138,2020-09-09,128.25,4.0,0.59875,0.305,3.7130138206290693
139,2020-09-10,291.4,4.0,0.6159999999999999,0.062,3.7074582650735133
140,2020-09-11,135.0,4.375,0.7137499999999999,0.36124999999999996,3.7335385119870934
141,2020-09-12,183.88888888888889,4.111111111111111,0.6077777777777779,0.16111111111111112,3.787242215690797
142,2020-09-13,103.0,5.0,0.71,0.38250000000000006,3.8448179732665553
143,2020-09-14,109.0,3.25,0.5875,0.2475,3.829918983367565
144,2020-09-15,227.5,2.0,0.5,0.08999999999999997,3.7657214525033678
145,2020-09-16,189.83333333333334,1.8333333333333333,0.395,0.016666666666666653,3.6823881191700343
146,2020-09-17,283.1666666666667,2.5,0.6150000000000001,0.165,3.6536647149147155
147,2020-09-18,69.0,3.8333333333333335,0.5750000000000001,0.20833333333333334,3.6329576442076443
148,2020-09-19,133.0,3.6666666666666665,0.45,0.18666666666666668,3.6066950179450186
149,2020-09-20,296.6,2.6,0.548,0.09,3.5725283512783514
150,2020-09-21,284.1666666666667,4.333333333333333,0.5733333333333334,0.215,3.616118094868095
